label,label_noisy,city,ground_elevation_m,pressure_hpa,pressure_delta_hpa,pressure_variance,altitude_change_m,pressure_relative_to_surface_hpa,mag_variance_total,magnetic_field_mean,magnetic_field_delta,gnss_accuracy_m,gps_accuracy_delta,gps_lost_ratio,time_of_day,weather_condition
street_level,False,LIS,12.1,1010.699,0.0618,0.018706,3.205,-1.1096349796820277,0.097602,80.9279,2.5423,8.17,10.57,0.135,night,clear
street_level,False,LIS,20.3,1008.272,0.2999,0.015515,-1.825,-2.56100790995265,0.051566,46.9578,-3.0433,9.4,0.64,0.002,evening,clear
underground,False,LIS,118.1,998.836,-0.2174,0.067024,-2.259,-0.43313609045389967,0.192008,94.753,-2.5734,197.95,69.23,0.973,night,overcast
street_level,False,LIS,61.4,1006.323,0.0217,0.013389,0.94,0.3658693369739012,0.060053,30.1387,1.8946,7.38,1.53,0.003,morning,clear
street_level,False,LIS,20.7,1011.361,0.0537,0.02823,-1.057,0.5755595829402864,0.077898,54.3954,-1.9441,15.42,4.28,0.073,morning,clear
underground,False,OPO,31.7,1011.409,0.2312,0.009705,-6.28,1.9307888221214853,0.609844,51.6856,16.6447,75.23,48.04,1.0,evening,overcast
street_level,False,LIS,8.5,1012.357,-0.1296,0.017863,1.205,0.11974354383278296,0.090486,55.5069,-3.5618,22.67,14.41,0.05,night,clear
street_level,False,OPO,28.7,1010.974,-0.0407,0.009852,-1.676,1.1394395131738975,0.005542,50.0235,-1.9671,17.18,13.14,0.052,morning,clear
underground,False,LIS,12.2,1014.33,-0.2792,0.005228,-3.485,2.5332685812967384,0.387958,90.898,5.8956,135.3,54.89,0.954,afternoon,rain
underground,False,OPO,118.1,1000.508,0.148,0.09493,-6.807,1.2388639095461258,0.357963,87.5558,6.6919,173.66,68.97,0.948,afternoon,clear
street_level,False,LIS,12.4,1010.742,-0.1485,0.013446,-0.682,-1.0309247168675029,0.074202,35.0388,1.0481,8.89,12.57,0.122,morning,overcast
street_level,False,LIS,23.4,1010.363,-0.0071,0.030055,-2.0,-0.10141838336107867,0.025907,59.7142,-7.0533,4.41,3.28,0.001,morning,clear
above,False,LIS,25.2,1008.605,0.1509,0.078569,7.145,-1.6454603381785091,0.130048,58.3693,6.4769,18.47,12.24,0.156,morning,clear
street_level,False,OPO,90.4,1002.965,0.0167,0.009061,-0.622,0.43411028354057635,0.050206,32.3955,2.2687,12.96,5.4,0.114,evening,overcast
street_level,False,OPO,2.8,1013.147,0.426,0.02663,0.658,0.23072150167615746,0.054899,47.9224,0.0459,19.85,12.84,0.15,night,overcast
underground,False,LIS,55.0,1007.77,-0.0563,0.094062,-5.038,1.055157571136192,0.381712,69.6856,-1.7564,70.26,57.44,0.82,morning,overcast
underground,False,LIS,79.3,1005.845,-0.2453,0.038361,-3.326,2.004067691801424,0.764931,113.6576,-0.9395,171.45,27.68,0.841,evening,clear
street_level,False,OPO,26.4,1006.943,0.1279,0.016129,-3.137,-3.164846810851941,0.067675,41.293,-1.4265,18.08,3.04,0.099,evening,clear
underground,False,OPO,66.6,1007.52,-0.2254,0.077679,-6.607,2.1780902007513987,0.82308,134.1615,-10.2771,56.43,33.45,0.947,afternoon,rain
street_level,False,OPO,146.2,997.017,-0.1141,0.006746,-0.35,1.0458756892905967,0.089046,32.4047,-2.5735,6.96,3.4,0.0,afternoon,clear
underground,False,OPO,33.6,1011.206,-0.1552,0.08639,-7.223,1.9534116752440696,0.478454,100.6682,-7.6742,140.24,,0.958,evening,overcast
underground,False,OPO,25.5,1010.774,-0.1468,0.079947,-0.602,0.5591949312073439,0.677943,106.6057,-0.9676,104.97,57.49,0.994,morning,clear
street_level,False,OPO,9.8,1013.466,0.0617,0.00376,-3.306,1.3835444626834033,0.02294,43.4364,-1.4361,16.1,4.85,0.045,morning,overcast
street_level,False,OPO,9.6,1012.186,-0.1383,0.019426,1.463,0.07973047768393826,0.010678,81.6458,3.8986,20.99,6.65,0.117,evening,overcast
street_level,False,LIS,119.2,999.411,-0.1025,0.004991,0.224,0.2711727246422697,0.047823,38.9117,-2.7128,9.58,8.2,0.108,evening,rain
street_level,False,OPO,69.1,1006.852,-0.0538,0.016307,-2.141,1.8057355183672144,0.003408,62.126,2.2349,8.63,4.92,0.081,morning,clear
street_level,False,OPO,39.6,1007.687,-0.012,0.006838,0.579,-0.8534261139365071,0.001622,35.4832,1.4752,21.41,9.53,0.08,afternoon,overcast
underground,False,OPO,149.6,997.602,-0.1683,0.049691,-8.352,2.02918447194736,0.319713,67.0956,13.4543,164.4,46.19,0.906,evening,clear
underground,False,OPO,0.8,1013.821,-0.0645,0.079658,-2.067,0.6663602182723025,0.510243,101.3564,12.4707,71.39,68.84,0.994,morning,clear
street_level,False,LIS,10.9,1012.757,-0.0571,0.006796,-0.787,0.8055113647706094,0.049248,48.1226,-0.4073,,0.97,0.022,afternoon,overcast
street_level,False,LIS,48.6,1006.602,0.0945,0.019509,-2.612,-0.8711249219250021,0.075816,34.8477,-0.8096,6.76,1.99,0.025,afternoon,clear
street_level,False,LIS,21.2,1007.927,0.1757,0.000974,-0.09,-2.798984198705739,0.032238,51.8429,-7.6437,27.6,4.83,0.072,evening,clear
above,False,OPO,13.2,1010.012,-0.0572,0.041759,0.851,-1.6657035109035405,0.013095,52.8284,4.4985,15.7,17.12,0.056,evening,rain
street_level,False,LIS,109.8,998.957,-0.0277,0.014664,0.226,-1.288369565645894,0.01637,54.3926,-3.1448,2.82,2.78,0.035,morning,clear
underground,False,LIS,14.2,1013.577,-0.1013,0.102901,-6.738,2.0183103944366394,0.748603,62.6437,-11.7605,28.6,49.38,0.918,afternoon,clear
street_level,False,OPO,96.9,1001.146,-0.0707,0.005347,0.678,-0.6185415006922312,0.034954,55.3509,-1.4111,23.79,7.51,0.023,night,clear
street_level,False,OPO,29.2,1010.31,0.0854,0.032695,-0.533,0.5348397990592275,0.045401,44.7002,-0.5959,11.14,4.01,0.075,evening,overcast
underground,False,LIS,18.6,1014.644,0.2279,0.095328,-3.445,3.60880527045731,0.416097,101.5807,16.5269,98.95,33.02,0.857,afternoon,rain
underground,False,LIS,17.8,1010.56,-0.0983,0.02752,-5.009,-0.5703554612462085,0.358821,81.7827,6.6519,,29.2,0.876,morning,overcast
underground,False,LIS,0.0,1013.324,-0.1728,0.068687,-1.41,0.07399999999995543,0.372992,74.6348,-12.9801,164.34,36.15,0.875,evening,overcast
street_level,False,LIS,92.5,1002.205,0.0375,0.024691,-0.125,-0.07823620804606435,0.046593,39.7149,-2.9297,13.9,5.2,0.035,afternoon,clear
street_level,False,LIS,50.0,1007.943,-0.0178,0.025211,-0.16,0.6357981634329235,0.073411,49.6729,3.1389,1.79,2.65,0.043,morning,clear
above,False,OPO,126.5,995.761,0.0784,0.041768,7.43,-2.5211108487650336,0.120537,50.1927,8.4281,24.72,31.52,0.495,morning,clear
street_level,False,OPO,35.8,1011.084,0.0669,0.021933,1.673,2.0925961904150654,0.078327,37.1561,5.5784,3.72,2.36,0.029,night,clear
street_level,False,OPO,20.0,1011.034,0.2113,0.057928,1.384,0.16531500135261012,0.006799,42.6434,-1.3385,22.95,5.92,0.129,evening,clear
underground,False,LIS,72.4,1005.291,-0.1178,0.097862,-2.997,0.6348542166363131,0.475573,78.9719,1.892,79.46,,0.85,night,rain
street_level,False,OPO,103.1,1000.18,-0.1899,0.034018,0.775,-0.854109084040374,0.037529,53.2398,-0.3206,10.64,2.55,0.0,afternoon,overcast
underground,False,LIS,28.6,1010.807,-0.1011,0.119071,-7.799,0.9605590366949173,0.332374,56.6792,0.9085,59.13,68.74,0.941,morning,overcast
underground,False,LIS,5.3,1011.674,0.2525,0.200334,-4.939,-0.9444057527872474,0.174548,77.935,-3.2097,76.23,37.25,0.978,afternoon,rain
street_level,False,LIS,95.1,1001.961,-0.1765,0.033904,1.792,-0.015702337482139228,0.052044,41.9217,-2.1167,22.78,7.08,0.095,afternoon,overcast
underground,False,OPO,39.1,1010.948,-0.0606,0.113693,-1.988,2.348246233731061,0.475924,75.4641,-24.7982,68.18,17.35,0.917,evening,overcast
street_level,False,LIS,28.0,1010.092,0.4488,0.009452,-0.751,0.17427324256959764,0.083757,66.0179,2.858,7.54,0.76,0.007,night,clear
street_level,False,OPO,36.6,1007.651,-0.0202,0.020389,0.109,-1.2454443815048535,0.009321,57.8117,-4.4801,9.29,2.68,0.02,morning,clear
street_level,False,LIS,15.3,1012.721,,0.00148,-1.363,1.2932095194358908,0.015954,31.5313,0.2659,8.24,4.02,0.048,evening,clear
street_level,False,LIS,5.5,1010.33,0.1783,0.012931,2.334,-2.2645797176651286,0.031988,46.8524,-5.1306,13.51,11.84,0.015,afternoon,overcast
street_level,False,LIS,88.5,1002.953,-0.0373,0.026044,0.325,0.19799009569248938,0.03176,56.3628,0.4261,19.99,4.75,0.045,evening,clear
above,False,OPO,25.3,1007.817,0.1925,0.043649,10.69,-2.4215751085582724,0.140289,55.9642,0.497,13.45,3.03,0.051,morning,rain
underground,False,LIS,10.5,1016.628,-0.1292,0.11275,-0.922,4.628888997729177,0.29169,85.3123,9.2272,183.89,32.71,0.986,afternoon,clear
street_level,False,OPO,146.0,997.604,0.075,0.004307,0.411,1.6094407988973671,0.015389,35.1786,-2.1263,3.97,2.36,0.006,afternoon,clear
street_level,False,LIS,10.6,1011.401,0.0281,0.026383,1.186,-0.5862052004109728,0.026612,36.924,2.0813,7.25,1.48,0.024,afternoon,clear
underground,False,OPO,38.0,1010.534,-0.1133,0.166187,-4.377,1.8037131136358084,0.312901,114.3934,2.7013,106.32,81.35,0.929,night,clear
street_level,False,OPO,22.6,1010.082,0.1461,0.002871,0.01,-0.4775253924098024,0.082996,43.98,-0.1703,9.52,2.14,0.037,afternoon,overcast
underground,False,OPO,115.7,998.837,0.2728,0.036519,-2.848,-0.7143225062633292,0.869184,164.9617,-2.5498,69.55,15.66,0.814,afternoon,overcast
underground,False,LIS,6.7,1015.831,-0.197,0.153786,-3.03,3.379364720803096,0.310618,101.0516,4.6862,157.69,21.22,0.87,morning,clear
underground,False,OPO,28.2,1012.32,-0.0881,0.062093,-2.076,2.426035733051208,0.626344,81.1444,-4.4997,81.45,21.76,0.971,afternoon,clear
street_level,False,LIS,28.3,1011.596,-0.0351,0.007596,-0.007,1.7139167686245855,0.038273,38.8862,-1.5049,7.4,1.6,0.044,evening,clear
street_level,False,LIS,107.7,1000.474,0.129,0.01702,2.327,-0.01851953892514757,0.043562,41.7751,5.5461,10.3,4.83,0.026,afternoon,clear
above,False,LIS,6.3,1012.549,0.232,0.072265,1.886,0.04971881689516522,0.189035,61.2358,-2.9792,25.08,23.18,0.652,night,rain
above,False,LIS,19.3,1010.014,0.2412,0.033762,1.043,-0.9379364359534748,0.031058,67.6275,4.1363,16.88,17.49,0.092,evening,clear
street_level,False,LIS,28.7,1009.659,0.146,0.027745,-0.534,-0.1755604868261571,0.010406,33.2873,1.425,22.34,7.25,0.075,night,clear
above,False,OPO,95.7,1001.201,0.066,0.104251,4.501,-0.7049770664738162,0.02529,40.6836,-4.3334,21.72,4.67,0.071,afternoon,clear
underground,False,LIS,91.6,1002.979,0.2058,0.116814,-1.12,0.589634066057215,1.08257,108.1725,3.361,33.28,42.89,0.936,afternoon,overcast
street_level,False,LIS,114.8,1000.449,0.1378,0.017121,2.349,0.7918370446051313,0.058198,33.8424,-0.7998,4.61,2.86,0.013,evening,clear
above,False,LIS,19.8,1006.736,-0.0406,0.077648,2.356,-4.156470424004283,0.18521,66.6796,8.9944,8.01,4.15,0.105,afternoon,overcast
above,False,OPO,99.1,1001.937,0.1326,0.015307,1.795,0.4317051825606768,0.203145,61.3557,3.5757,8.16,11.17,0.085,morning,clear
underground,False,LIS,71.5,1005.397,0.1698,0.051181,-2.541,0.6344732281887673,0.475728,66.4702,6.7572,161.36,53.73,0.912,afternoon,overcast
street_level,False,LIS,17.3,1011.243,-0.0226,0.022991,1.996,0.05316453315549552,0.040816,39.913,2.4871,17.53,5.99,0.075,evening,overcast
street_level,False,OPO,140.5,995.611,-0.007,0.048446,-0.041,-1.028234817851171,0.074499,50.227,-4.3975,6.11,2.4,0.0,morning,clear
street_level,False,OPO,13.8,1012.07,0.0335,0.019084,0.224,0.46370651249026196,0.023851,40.0593,-1.8903,5.56,2.66,0.016,morning,overcast
street_level,False,OPO,5.2,1013.286,0.2041,0.000249,-0.169,0.6556810194202853,0.048144,41.6345,-0.7501,21.97,7.66,0.12,evening,rain
street_level,False,LIS,62.2,1005.118,0.3159,0.009784,0.769,-0.7444568001563994,0.00231,32.6795,0.4566,19.74,10.43,0.058,morning,overcast
street_level,False,LIS,17.0,1010.638,0.2282,0.018077,-0.801,-0.5875251496752298,0.088958,41.2094,-0.5767,12.37,1.52,0.053,morning,rain
underground,False,OPO,84.4,1001.993,0.0825,0.105446,-1.557,-1.2458084040487165,0.250228,111.3598,2.0138,99.24,,0.933,afternoon,overcast
above,True,OPO,4.7,1013.1,-0.1858,0.05942,-6.023,0.4101127780787692,0.998189,140.4099,-1.2831,105.04,68.17,0.835,afternoon,clear
underground,False,LIS,3.8,1015.089,0.1344,0.036084,-7.971,2.291881113149657,0.391263,62.2736,-3.6374,91.23,57.0,0.898,afternoon,clear
underground,False,LIS,38.6,1008.495,0.0829,0.090991,-4.544,-0.16408490856576918,0.458321,110.2113,25.0323,,31.08,0.815,morning,overcast
street_level,False,OPO,118.2,1000.163,-0.2629,0.013495,-1.642,0.9056199478762892,0.004957,53.4503,5.7499,6.61,3.28,0.029,evening,overcast
underground,False,OPO,18.0,1012.46,-0.0856,0.06043,-2.722,1.353435561339893,0.98281,126.7928,4.5199,149.66,53.56,0.977,evening,clear
underground,False,OPO,25.9,1014.055,-0.1498,0.075286,-1.99,3.8877333328863415,0.511112,57.8419,21.2333,93.34,32.32,0.943,night,clear
street_level,False,LIS,12.5,1010.089,-0.2062,0.036181,-2.975,-1.6720215760070687,0.050316,52.5518,0.8511,15.09,6.54,0.117,afternoon,overcast
above,False,OPO,9.6,1009.442,-0.1465,0.062207,1.055,-2.66426952231609,0.006524,57.1613,2.6449,48.86,18.92,0.367,morning,clear
above,True,OPO,17.6,1010.665,-0.1206,0.024044,-0.094,-0.489147043627554,0.036135,55.3134,2.8525,5.0,0.62,0.017,evening,clear
street_level,False,OPO,86.4,1000.882,0.2168,0.012616,1.237,-2.1207799829744545,0.055022,32.8031,-5.133,20.68,9.62,0.1,night,clear
street_level,False,OPO,101.1,1004.21,0.0459,0.041063,0.495,2.940325766067872,0.073803,49.288,-0.3448,15.74,14.92,0.014,afternoon,overcast
street_level,False,LIS,24.8,1009.794,-0.037,0.036291,1.386,-0.5040026549460208,0.050254,29.601,2.5774,15.33,6.22,0.078,afternoon,clear
underground,False,OPO,39.6,1008.694,-0.0888,0.038004,-2.777,0.15357388606344102,0.350097,65.7915,5.8413,98.01,38.01,0.999,morning,clear
street_level,False,LIS,11.6,1011.931,-0.1229,0.011699,0.141,0.06284511475087129,0.032328,46.5197,-2.4368,7.62,1.19,0.0,morning,clear
underground,False,LIS,11.2,1014.517,-0.1199,0.121788,-3.482,2.60122666939003,0.682148,112.6592,-1.6161,100.65,62.09,0.832,night,rain
street_level,False,OPO,100.4,1003.723,-0.0013,0.012802,2.295,2.3708648680816395,0.0667,32.3076,1.4785,7.18,0.73,0.0,evening,clear
above,False,LIS,20.1,1014.185,0.1392,0.017862,4.758,3.3282075041612416,0.127362,65.5706,-3.3969,36.91,,0.378,morning,overcast
street_level,False,LIS,9.5,1011.852,0.0086,0.001662,0.646,-0.2661767249409195,0.074179,45.9815,-0.3033,17.83,4.39,0.091,morning,clear
street_level,False,OPO,146.0,995.594,-0.3651,0.002402,2.488,-0.4005592011026238,0.087866,35.1625,-1.876,25.31,13.61,0.012,morning,overcast
street_level,False,LIS,29.4,1008.788,-0.1132,0.029348,-1.111,-0.963401064926984,0.046253,41.8252,1.6779,7.19,2.64,0.013,morning,overcast
street_level,False,OPO,14.7,1010.866,0.1012,0.007897,-0.92,-0.6331879033008363,0.071631,52.3343,2.3365,8.44,1.83,0.027,morning,rain
street_level,False,LIS,9.6,1012.773,0.2044,0.059167,-0.862,0.6667304776839273,0.071833,46.9008,-0.7596,9.36,2.61,0.036,afternoon,clear
street_level,False,OPO,101.7,1001.247,0.1608,0.027882,-0.891,0.04800113097144276,0.063894,54.6691,-1.6448,7.44,4.94,0.043,evening,rain
underground,False,OPO,32.9,1007.967,0.1421,0.12324,-6.898,-1.3687066662673715,0.580051,64.9345,-10.8185,105.63,65.91,0.842,afternoon,clear
above,True,LIS,69.4,1004.255,-0.0311,0.016917,0.571,-0.7557928865063559,0.037138,39.0961,1.6744,20.56,5.66,0.088,afternoon,rain
street_level,False,LIS,21.0,1011.662,-0.0196,0.009478,-2.399,0.9122337336428927,0.077822,51.6724,-2.2712,19.63,6.03,0.139,morning,clear
street_level,True,OPO,5.5,1015.449,-0.1004,0.101677,-7.09,2.854420282334786,0.15625,75.8805,11.3692,49.73,41.26,0.962,morning,clear
above,True,LIS,84.8,1006.395,0.2358,0.071911,-3.168,3.203401723158663,0.97767,161.3746,31.529,51.85,,0.91,afternoon,overcast
street_level,False,LIS,7.9,1012.951,-0.1429,0.021364,-1.11,0.6422889803045564,0.082599,41.857,-4.4956,6.94,1.15,0.027,afternoon,rain
underground,False,LIS,11.8,1012.776,-0.2629,0.063561,-7.89,0.9316534971191004,0.252724,77.6771,18.7074,103.8,46.9,0.966,evening,rain
above,False,OPO,15.7,1011.086,0.244,0.033494,2.994,-0.29419499856157927,0.059752,60.6779,6.5125,8.9,10.83,0.118,morning,rain
underground,False,LIS,10.6,1015.591,0.2058,0.088647,-1.098,3.6037947995890818,1.075127,137.4824,-26.2188,203.25,11.74,0.828,afternoon,clear
street_level,False,OPO,53.8,1005.751,-0.0229,0.016836,0.502,-1.105976909992819,0.017541,68.2083,1.3521,9.95,1.19,0.023,afternoon,rain
underground,True,OPO,7.5,1012.878,-0.0357,0.01846,2.697,0.521649802402294,0.046719,32.9091,-2.096,7.44,3.77,0.005,evening,rain
street_level,False,OPO,22.5,1011.992,-0.4181,0.019275,-2.588,1.420585602062033,0.049004,47.8414,-2.4742,1.96,4.04,0.016,evening,clear
underground,False,LIS,85.8,1005.764,-0.1614,0.124565,-3.276,2.6904173219022596,0.187476,118.871,22.6702,117.73,82.04,0.878,evening,clear
underground,False,OPO,4.7,1015.554,-0.0697,0.03926,-1.664,2.86411277807872,0.624834,150.3002,12.9125,54.27,20.43,0.865,night,clear
street_level,False,OPO,27.3,1007.989,-0.0585,0.025253,1.269,-2.011899877303563,0.040758,40.1694,2.922,12.22,8.63,0.107,afternoon,rain
underground,False,OPO,96.5,1004.644,-0.0977,0.008444,-3.555,2.8323155292936235,1.116783,,5.4589,142.98,43.24,0.92,morning,overcast
underground,False,LIS,0.9,1015.014,-0.235,0.114717,-4.145,1.871279614508353,0.287912,108.0696,-1.5398,188.6,57.82,0.967,afternoon,clear
underground,False,LIS,12.0,1010.784,-0.0436,0.051945,-1.555,-1.0365386807034156,0.489873,87.0676,23.6969,91.67,23.6,0.948,morning,clear
underground,False,LIS,0.1,1013.676,0.0887,0.116031,-2.165,0.437920518114538,0.08715,88.9268,16.0728,65.97,60.61,0.873,evening,clear
street_level,False,LIS,6.6,1011.86,0.151,0.0294,-2.473,-0.6035465449721187,0.04693,33.6384,-1.7082,4.82,0.17,0.014,morning,clear
street_level,False,OPO,149.9,993.661,0.0278,0.021236,-0.733,-1.8766782840477845,0.101767,48.0027,-3.1821,9.38,3.51,0.046,afternoon,rain
street_level,False,LIS,62.7,1005.572,-0.0191,0.041316,-2.111,-0.23129016055702323,0.085538,64.8242,-0.7313,14.21,12.01,0.106,afternoon,clear
street_level,False,LIS,43.3,1007.406,0.1541,0.00697,0.904,-0.6955099347859459,0.005965,41.839,0.2803,20.49,4.51,0.0,night,clear
street_level,False,LIS,20.0,1012.6,0.1838,0.001819,-1.262,1.731315001352641,0.03936,46.9295,3.5975,5.28,0.77,0.036,morning,clear
street_level,False,LIS,33.0,1010.153,0.3512,0.021968,-1.509,0.8291678016081505,0.022685,35.0,3.172,,4.91,0.124,afternoon,clear
above,False,LIS,98.7,999.141,0.0865,0.046016,4.81,-2.4114255873226966,0.13035,,2.9368,15.09,11.97,0.232,morning,overcast
underground,False,OPO,23.5,1010.463,-0.1314,0.066422,-1.389,0.010469363397646703,1.015052,170.9979,-9.0437,199.24,30.06,0.95,evening,clear
street_level,False,OPO,6.5,1013.498,-0.0514,0.001005,-0.849,1.0225420491191244,0.054566,55.7999,3.6284,1.62,1.08,0.012,afternoon,clear
street_level,False,LIS,1.7,1012.641,-0.228,0.011382,1.345,-0.4063702636491371,0.01046,39.3572,2.574,3.4,4.52,0.014,afternoon,overcast
above,False,OPO,122.3,996.885,0.0949,0.039282,1.029,-1.8905015429644436,0.173208,49.6702,-1.7421,25.85,22.31,0.351,morning,clear
underground,False,LIS,12.9,1013.582,0.0762,0.052638,-2.981,1.8685895870897866,0.090857,67.315,1.7515,191.42,64.76,0.854,evening,clear
street_level,False,LIS,85.6,1003.317,-0.1038,0.018311,-2.647,0.21981531287542566,0.077709,46.9359,-4.4025,4.62,2.19,0.016,evening,overcast
street_level,False,OPO,12.1,1010.528,-0.1029,0.016888,-0.527,-1.2806349796819632,0.046267,40.2293,-1.6401,6.71,4.09,0.031,morning,clear
street_level,False,LIS,17.8,1011.294,-0.033,0.011944,-0.613,0.16364453875382878,0.004026,72.4094,5.6638,10.04,1.93,0.0,afternoon,overcast
street_level,False,LIS,22.0,1009.986,-0.0893,0.017275,-0.744,-0.6448615236831756,0.009419,36.7085,3.2842,13.6,6.09,0.025,evening,overcast
street_level,False,OPO,27.3,1010.328,0.0815,0.02709,-0.901,0.327100122696379,0.029586,29.1339,7.769,11.16,0.26,0.043,morning,clear
above,False,OPO,10.0,1013.482,-0.1593,0.031206,1.022,1.4233578873606803,0.127954,65.4571,0.7143,5.14,17.05,0.336,evening,clear
street_level,False,LIS,62.9,1005.082,-0.0679,0.033803,0.321,-0.6976244792094803,0.005837,45.8883,-2.7105,5.97,1.52,0.004,evening,overcast
street_level,False,OPO,37.0,1009.255,0.2605,0.015152,0.279,0.40603198113115013,0.019646,47.9567,2.4073,0.53,2.13,0.037,afternoon,overcast
underground,False,OPO,92.2,1002.491,0.1514,0.113331,-0.681,0.17238846523264328,0.799814,145.0982,-14.5157,53.3,18.55,0.972,afternoon,clear
underground,False,OPO,97.2,1003.781,-0.2614,0.143714,-5.988,2.051814270961131,0.584828,112.9819,-10.4152,68.5,67.15,0.863,night,clear
underground,False,OPO,124.2,998.498,,0.015383,-2.911,-0.054270792868010176,0.362217,119.9849,-7.9926,25.07,28.22,0.844,night,clear
street_level,False,LIS,87.4,1003.653,0.0676,0.027537,-2.899,0.7682134031588248,0.031609,39.2937,4.6913,20.87,4.85,0.003,afternoon,rain
underground,False,OPO,91.1,1001.06,0.097,0.037305,-0.705,-1.388331748563587,0.286931,125.3467,-4.8805,109.94,9.87,0.853,afternoon,overcast
underground,False,OPO,138.9,998.609,-0.2628,0.038734,-2.632,1.7821448448230512,0.543794,51.7346,16.2902,68.2,22.32,0.959,morning,clear
street_level,False,LIS,6.3,1011.308,-0.0803,0.005889,1.707,-1.1912811831048202,0.014662,66.1465,5.1676,5.71,1.28,0.0,afternoon,clear
street_level,False,OPO,5.8,1011.305,-0.2079,0.023703,0.394,-1.2538417161141524,0.013885,42.7015,4.3582,6.91,2.0,0.036,morning,clear
underground,False,LIS,8.9,1012.037,-0.0697,0.072618,-2.333,-0.15262288254450596,0.555593,100.27,-29.7168,50.07,11.61,0.867,night,clear
street_level,False,OPO,28.0,1011.45,-0.1872,0.005575,0.967,1.5322732425696586,0.060284,53.7209,1.7074,7.64,1.96,0.04,evening,overcast
street_level,False,OPO,23.9,1009.429,-0.0125,0.037431,-0.607,-0.9759810481009481,0.078016,55.8863,1.711,27.45,5.77,0.115,afternoon,rain
underground,False,OPO,86.0,1002.635,-0.1753,0.06004,-1.178,-0.41498122440589214,1.069152,172.3068,-10.4659,78.64,45.58,0.933,afternoon,rain
